개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명
3170000,CDFH3301062019000005,20191030,-,1,영업/정상,13,영업중,-,-,-,-,02 864 8835,-,-,서울특별시 금천구 가산동 550 1번지 IT캐슬 ,서울특별시 금천구 가산디지털2로 98 IT캐슬 (가산동),08506,AMG휘트니스,20191030142758,I,2019 11 01 00:23:04.0,-,189369.53962474-- ,441629.361414684--,체력단련장업,사립,-,1,-,-,-,-,-
3170000,CDFH3301062019000004,20190617,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 시흥동 830 22번지 ,서울특별시 금천구 탑골로 5 그레이스빌딩 지하층 (시흥동),08574,프로바디핏,20190617133840,I,2019 06 19 02:21:42.0,-,191970.182049624--,438773.647952075--,체력단련장업,사립,-,1,-,-,-,-,-
3170000,CDFH3301062019000003,20190516,-,1,영업/정상,13,영업중,-,-,-,-,02 963 4776,-,-,서울특별시 금천구 시흥동 1031번지 ,서울특별시 금천구 시흥대로73길 67 엠메디컬타워 지하1층 (시흥동),08613,지7 워크아웃(휘트니스),20190516163905,I,2019 05 18 02:20:49.0,-,-,-,체력단련장업,사립,-,2,-,-,-,-,-
3170000,CDFH3301062019000001,20190308,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 가산동 50 3번지 대륭포스트타워6차 ,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 B1층 112호 (가산동),08510,피티플레이스,20190308090843,I,2019 03 10 02:21:45.0,-,189662.959175776--,442139.514492212--,체력단련장업,사립,-,1,1,-,-,-,-
3170000,CDFH3301062019000002,20190328,-,1,영업/정상,13,영업중,-,-,-,-,16001614,-,-,서울특별시 금천구 가산동 685번지 디지털엠파이어빌딩 1501호,서울특별시 금천구 범안로 1130 디지털엠파이어빌딩 15층 1501호 (가산동),08595,주식회사 인스타짐 독산역점,20190328091854,I,2019 03 30 02:20:09.0,-,189978.050925581--,440363.954453659--,체력단련장업,사립,-,1,-,-,-,-,-
3180000,CDFH3301062021000002,20210129,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 영등포구 당산동5가 42 당산 삼성 래미안,서울특별시 영등포구 당산로 214 지하1층 B04호 (당산동5가 당산 삼성 래미안),07214,프라임짐,20210129085543,I,2020 11 30 21:01:00.0,-,191362.376780507,447750.192654125,-,-,-,-,-,-,-,-,-
3170000,CDFH3301062016000002,20160401,-,1,영업/정상,13,영업중,-,-,-,-,02 897 7233,-,-,서울특별시 금천구 독산동 1095번지 ,서울특별시 금천구 한내로 62 상가동 지층 (독산동 한신아파트),08599,애니데이 피트니스(독산점),20160929123339,I,2018 08 31 23:59:59.0,-,190140.258408311--,439271.814994838--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062016000004,20160724,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 가산동 345 33번지 ,서울특별시 금천구 가산디지털2로 67 (가산동 에이스 하이엔드타워7),08588,웰메이드피티샵,20160724181121,I,2018 08 31 23:59:59.0,-,189417.678263584--,441342.660096623--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062017000001,20170511,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 시흥동 892 58번지 ,서울특별시 금천구 시흥대로50길 31 1층 (시흥동),08629,day one fitness,20170511135515,I,2018 08 31 23:59:59.0,-,191415.450200875--,438848.895615921--,체력단련장업,사립,-,1,1,-,-,-,-
3170000,CDFH3301062017000002,20170726,-,1,영업/정상,13,영업중,-,-,-,-,02 809 3459,-,-,서울특별시 금천구 시흥동 870 10번지 ,서울특별시 금천구 시흥대로 266 3층 (시흥동),08624,제이미 피티 스튜디오,20170726075928,I,2018 08 31 23:59:59.0,-,191075.857097963--,439485.637630184--,체력단련장업,사립,-,1,-,-,-,-,-
3170000,CDFH3301062018000001,20180305,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 시흥동 990 65번지 경일경영정보고등학교 ,서울특별시 금천구 시흥대로47길 28 5 3층 (시흥동),08635,S&T sports,20180305163118,I,2018 08 31 23:59:59.0,-,191114.216131684--,438658.789041117--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301061999000001,19990423,-,1,영업/정상,13,영업중,-,-,-,-,857 1119,-,153821,서울특별시 금천구 독산동 1023 1번지 ,서울특별시 금천구 독산로 233-(독산동),-,우리스포렉스,20100415133909,I,2018 08 31 23:59:59.0,-,191227.422279603--,440607.715344151--,체력단련장업,사립,-,-,-,3172.22,-,-,-
3170000,CDFH3301062010000001,20100208,-,1,영업/정상,13,영업중,-,-,-,-,2026 22282026 2221,-,153023,서울특별시 금천구 가산동 371 28번지 우림라이온스밸리 A동 402호,서울특별시 금천구 가산디지털1로 168 A동 402호 (가산동우림라이온스밸리),-,우림휘트니스클럽,20121017094443,I,2018 08 31 23:59:59.0,-,189538.020935968--,441982.427934953--,체력단련장업,사립,-,1,3,190392.75,-,-,-
3170000,CDFH3301062010000002,20100312,-,1,영업/정상,13,영업중,-,-,-,-,02 2028 7000,-,153792,서울특별시 금천구 가산동 459 11번지 제이플라츠 A동 308호,서울특별시 금천구 가산디지털1로 186 A동 308호 (가산동제이플라츠),-,와우휘트니스,20140107104852,I,2018 08 31 23:59:59.0,-,189452.382474246--,442205.867457803--,체력단련장업,사립,-,1,2,98281.5,-,-,-
3170000,CDFH3301062003000004,20031209,-,1,영업/정상,13,영업중,-,-,-,-,808 5105~7,-,-,서울특별시 금천구 시흥동 831 6번지 (주)남성프라자 ,서울특별시 금천구 금하로 705 5층 (시흥동),08573,팀키스짐,20190910163236,U,2019 09 12 02:40:00.0,-,191823.026849977--,438834.378061101--,체력단련장업,사립,-,-,-,13618.2,-,-,-
3170000,CDFH3301062018000002,20180306,-,1,영업/정상,13,영업중,-,-,-,-,1600 1321,-,-,서울특별시 금천구 가산동 459 11번지 제이플라츠 ,서울특별시 금천구 가산디지털1로 186 제이플라츠 B1층 107호 (가산동),08502,주) 인스타짐,20180306203710,I,2018 08 31 23:59:59.0,-,189452.382474246--,442205.867457803--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062018000003,20180719,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 시흥동 954 21번지 ,서울특별시 금천구 시흥대로 82 금강빌딩 4층 (시흥동),08652,남진헬스,20180719100525,I,2018 08 31 23:59:59.0,-,191428.591745491--,437689.38449215-- ,체력단련장업,사립,-,1,-,-,-,-,-
3170000,CDFH3301062002000010,20021017,-,1,영업/정상,13,영업중,-,-,-,-,802 5844,-,153858,서울특별시 금천구 시흥동 903 12번지 ,서울특별시 금천구 시흥대로50길 12 6-(시흥동),-,골드헬스,20100415134459,I,2018 08 31 23:59:59.0,-,191320.048882076--,438776.690084288--,체력단련장업,사립,-,-,-,966.76,-,-,-
3170000,CDFH3301062013000007,20131205,-,1,영업/정상,13,영업중,-,-,-,-,-,-,153830,서울특별시 금천구 독산동 1031 9번지 림스빌딩 지하동 101호,서울특별시 금천구 시흥대로 362 지하층 101호 (독산동 림스빌딩),08616,슬림한 바디,20200402165005,U,2020 04 04 02:40:00.0,-,190913.510945549--,440415.261802396--,체력단련장업,사립,-,1,1,-,-,-,-
3170000,CDFH3301062014000001,20140523,-,1,영업/정상,13,영업중,-,-,-,-,02 2098 9679,-,153813,서울특별시 금천구 독산동 291 1번지 ,서울특별시 금천구 두산로 70 A동 T B층 201호 (독산동),08584,핫짐휘트니스(HOT GYM),20170104173427,I,2018 08 31 23:59:59.0,-,190694.880295092--,440764.426277932--,체력단련장업,사립,-,2,2,175264,-,-,-
3170000,CDFH3301062014000002,20141105,-,1,영업/정상,13,영업중,-,-,-,-,02 861 8665,-,153803,서울특별시 금천구 가산동 543 1번지 ,서울특별시 금천구 서부샛길 606 214 1호 (가산동 디폴리스),08504,건강을담다 season2,20150108091732,I,2018 08 31 23:59:59.0,-,189055.138252216--,441958.334400683--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062015000002,20150421,-,1,영업/정상,13,영업중,-,-,-,-,896 9397,-,153858,서울특별시 금천구 시흥동 904 7번지 서우빌딩 ,서울특별시 금천구 시흥대로 172 3층 (시흥동 서우빌딩),08631,슬림한바디 시흥점,20150421101353,I,2018 08 31 23:59:59.0,-,191350.26844017-- ,438593.516237885--,체력단련장업,사립,-,1,-,-,-,-,-
3170000,CDFH3301061993000001,19930802,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 시흥동 884 10 새마을금고,서울특별시 금천구 금하로 644 새마을금고 지층~3층 (시흥동),08628,파워짐,20210126142950,U,2020 11 30 22:08:00.0,-,191012.444698634,439155.134354676,-,-,-,-,-,-,-,-,-
3180000,CDFH3301062005000011,20050922,-,1,영업/정상,13,영업중,-,-,-,-,6277 0700,-,-,서울특별시 영등포구 여의도동 35 한국노총 14층,서울특별시 영등포구 국제금융로6길 26 (여의도동 한국노총),07328,헬스보이짐 여의도역점,20210216083030,U,2020 12 01 23:08:00.0,-,193474.240829093,446636.663614573,-,-,-,-,-,-,-,-,-
3170000,CDFH3301062015000003,20150615,-,1,영업/정상,13,영업중,-,-,-,-,855 2101,-,153801,서울특별시 금천구 가산동 140 36번지 B201호,서울특별시 금천구 디지털로12길 15 B층 201호 (가산동 비즈트위트바이올렛5차),08515,벽계수 스파,20161228163251,I,2018 08 31 23:59:59.0,-,190183.613319646--,441777.324472507--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062000000002,20000523,-,1,영업/정상,13,영업중,-,-,-,-,323 5966,-,153855,서울특별시 금천구 시흥동 837 38번지 ,서울특별시 금천구 독산로 56-(시흥동),-,미진헬스크럽,20100415134321,I,2018 08 31 23:59:59.0,-,191636.908720079--,438913.547879145--,체력단련장업,사립,-,-,-,1239.06,-,-,-
3170000,CDFH3301062000000003,20000531,-,1,영업/정상,13,영업중,-,-,-,-,866 3450,-,153807,서울특별시 금천구 독산동 178 28번지 ,서울특별시 금천구 독산로 281-(독산동),-,신협헬스장,20100415134343,I,2018 08 31 23:59:59.0,-,191342.764679558--,441076.295774221--,체력단련장업,사립,-,-,-,1552.5,-,-,-
3170000,CDFH3301062007000006,20070329,-,1,영업/정상,13,영업중,-,-,-,-,802 2188,-,153785,서울특별시 금천구 시흥동 5 13 ,서울특별시 금천구 독산로50길 89 (시흥동),08563,뉴금천 휘트니스3,20121017094524,I,2018 08 31 23:59:59.0,-,191919.012705941--,440127.175851359--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062009000002,20090723,-,1,영업/정상,13,영업중,-,-,-,-,807 1125,-,153858,서울특별시 금천구 시흥동 890 4번지 지하1층 ,서울특별시 금천구 시흥대로 202 (시흥동지하1층),-,GoTo 휘트니스,20190924144425,U,2019 09 26 02:40:00.0,-,191257.611843222--,438879.425058325--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062009000003,20091104,-,1,영업/정상,13,영업중,-,-,-,-,857 0621,-,153831,서울특별시 금천구 독산동 1041 35번지 34층 ,서울특별시 금천구 독산로64길 13-(독산동34층),-,거봉 휘트니스,20091104171358,I,2018 08 31 23:59:59.0,-,191373.87073798-- ,440333.277000272--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062001000006,20010116,-,1,영업/정상,13,영업중,-,-,-,-,866 3935,-,153823,서울특별시 금천구 독산동 962 47번지 ,서울특별시 금천구 독산로 347-(독산동),-,아메리칸휘트니스,20100415134400,I,2018 08 31 23:59:59.0,-,191389.242624397--,441740.622288466--,체력단련장업,사립,-,-,-,2518.58,-,-,-
3170000,CDFH3301062006000004,20060406,-,1,영업/정상,13,영업중,-,-,-,-,3397 0000,-,153769,서울특별시 금천구 가산동 60 19번지 SJ 테크노빌 B127호 ,서울특별시 금천구 벚꽃로 278 비127호 (가산동 SJ테크노빌),08511,(주)그랑시떼 스포츠,20180326162639,I,2018 08 31 23:59:59.0,-,189722.178532426--,441920.972770099--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062006000005,20061024,-,1,영업/정상,13,영업중,-,-,-,-,803 9754,-,153830,서울특별시 금천구 독산동 1037 57번지 ,서울특별시 금천구 독산로 217 (독산동),-,퍼플짐앤요가,20121016165947,I,2018 08 31 23:59:59.0,-,191219.606828111--,440445.718302559--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062007000002,20070118,-,1,영업/정상,13,영업중,-,-,-,-,808 3838,-,153813,서울특별시 금천구 독산동 291 5번지 시티렉스 3층 ,서울특별시 금천구 시흥대로 399 (독산동시티렉스 3층),-,비타민 휘트니스,20140310182636,I,2018 08 31 23:59:59.0,-,190858.649482406--,440808.541334678--,체력단련장업,사립,-,-,-,-,-,-,-
3170000,CDFH3301062013000001,20130116,-,1,영업/정상,13,영업중,-,-,-,-,-,-,153802,서울특별시 금천구 가산동 327 29번지 ,서울특별시 금천구 가산디지털2로 30 (가산동),08592,RSM 휘트니스,20130116094715,I,2018 08 31 23:59:59.0,-,189637.456694404--,441016.253713253--,체력단련장업,사립,-,1,-,-,-,-,-
3170000,CDFH3301062013000002,20130118,-,1,영업/정상,13,영업중,-,-,-,-,861 9966,-,153803,서울특별시 금천구 가산동 543 1번지 ,서울특별시 금천구 서부샛길 606 312~315호 (가산동 대성 디폴리스),08504,움 Gym,20181227172620,U,2018 12 29 02:40:00.0,-,189055.138252216--,441958.334400683--,체력단련장업,사립,-,2,-,-,-,-,-
3170000,CDFH3301062013000006,20131114,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 독산동 711 2번지 금천현대아파트 ,서울특별시 금천구 벚꽃로 73 302~304 1호 (독산동 금천현대아파트),08596,에스바디짐,20181017095828,U,2018 10 19 02:37:44.0,-,190232.47138241-- ,440016.250106997--,체력단련장업,사립,-,1,1,-,-,-,-
3170000,CDFH3301062016000001,20160318,-,1,영업/정상,13,영업중,-,-,-,-,02 868 9688,-,-,서울특별시 금천구 가산동 371 17,서울특별시 금천구 가산디지털1로 131 B동 2층 217호 (가산동 BYC HIGHCITY),08506,스포플렉스(가산점),20201029154027,U,2019 10 30 21:01:00.0,-,189522.336721798,441654.010373182,-,-,-,-,-,-,-,-,-
3170000,CDFH3301062012000002,20120717,-,1,영업/정상,13,영업중,-,-,-,-,02 896 9618,-,153859,서울특별시 금천구 시흥동 912 20 에벤에설프라자 402호,서울특별시 금천구 금하로 720 4층 402호 (시흥동 에벤에셀프라자),08644,시흥점 스포애니 (주)케이디스포츠,20200813091048,U,2019 12 07 23:05:00.0,-,191917.450107657,438699.77460936,-,-,-,-,-,-,-,-,-
3170000,CDFH3301062007000003,20070124,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 독산동 951 4 현경빌딩,서울특별시 금천구 남부순환로 1372 현경빌딩 (독산동),08537,주식회사 더랩스휘트니스 독산,20200924120426,U,2019 12 08 22:06:00.0,-,191389.027715691,441916.081648538,-,-,-,-,-,-,-,-,-
3170000,CDFH3301062013000004,20130412,-,1,영업/정상,13,영업중,-,-,-,-,-,-,153011,서울특별시 금천구 독산동 1012 15,서울특별시 금천구 시흥대로 392 (독산동),08579,바디채널핏 독산점,20210111170024,U,2020 11 30 23:03:00.0,-,190938.885780384,440702.228171437,-,-,-,-,-,-,-,-,-
3100000,CDFH3301062021000002,20210202,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 노원구 공릉동 424 8 유성빌딩,서울특별시 노원구 공릉로 199 유성빌딩 4층 401호 (공릉동),01834,LJ PT,20210202165706,I,2020 12 02 00:04:00.0,-,206844.748773798,458326.094883406,-,-,-,-,-,-,-,-,-
3210000,CDFH3301062021000003,20210215,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 서초구 서초동 1327 15 스타크 강남빌딩,서울특별시 서초구 강남대로53길 8 스타크 강남빌딩 (서초동),06621,더짐 주식회사,20210215174815,I,2020 12 01 23:07:00.0,-,202407.97558606,443592.823707003,-,-,-,-,-,-,-,-,-
3220000,CDFH3301062021000005,20210215,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 강남구 논현동 201 6 노벨테크빌딩,서울특별시 강남구 봉은사로 115 노벨테크빌딩 B1층 (논현동),06120,F45 신논현,20210215170938,I,2020 12 01 23:07:00.0,-,202239.450359987,444795.560502591,-,-,-,-,-,-,-,-,-
3170000,CDFH3301062005000004,20050929,-,1,영업/정상,13,영업중,-,-,-,-,809 0457,-,153858,서울특별시 금천구 시흥동 896 15번지 ,서울특별시 금천구 독산로 49 (시흥동),08630,쉬리 여성전용 헬스클럽,20121016174733,I,2018 08 31 23:59:59.0,-,191589.19755097-- ,438843.804103137--,체력단련장업,사립,-,-,-,1105.02,-,-,-
3170000,CDFH3301062005000006,20051021,-,1,영업/정상,13,영업중,-,-,-,-,804 0749,-,153856,서울특별시 금천구 시흥동 852 55 ,서울특별시 금천구 독산로 123 (시흥동),08622,브이,20121016175701,I,2018 08 31 23:59:59.0,-,191529.779194993--,439565.772452126--,체력단련장업,사립,-,-,-,1065.92,-,-,-
3170000,CDFH3301062005000005,20051010,-,1,영업/정상,13,영업중,-,-,-,-,851 0600,-,153801,서울특별시 금천구 가산동 150 2 신평대일타운 6층,서울특별시 금천구 시흥대로153길 99 (가산동신평대일타운 6층),-,지비휘트니스문화센터,20210111165603,U,2020 11 30 23:03:00.0,-,190498.32738704,441516.527946049,-,-,-,-,-,-,-,-,-
3000000,CDFH3301062021000001,20210203,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 종로구 명륜2가 24 1 정화빌딩,서울특별시 종로구 창경궁로34길 26 정화빌딩 4층 (명륜2가),03077,DK퍼스널트레이닝,20210203154300,I,2020 12 02 00:05:00.0,-,200023.629124249,453510.946651784,-,-,-,-,-,-,-,-,-
3170000,CDFH3301061998000001,19981128,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 금천구 가산동 151 30,서울특별시 금천구 가산로 116 2층 (가산동),08529,중앙헬스클럽,20210128181646,U,2020 11 30 21:00:00.0,-,190457.772817906,441601.325701114,-,-,-,-,-,-,-,-,-
3240000,CDFH3301062021000001,20210203,-,1,영업/정상,13,영업중,-,-,-,-,02 6956 3026,-,-,서울특별시 강동구 성내동 64 13 브라운스톤천호,서울특별시 강동구 천호대로 1006 브라운스톤천호 지하2층 (성내동),05378,에이블짐 천호역점,20210203140541,I,2020 12 02 00:05:00.0,-,210871.293674366,448421.092547965,-,-,-,-,-,-,-,-,-
3220000,CDFH3301062020000039,20201104,-,1,영업/정상,13,영업중,-,-,-,-,02 548 3999,-,-,서울특별시 강남구 청담동 71 25 성호빌딩,서울특별시 강남구 학동로97길 20 성호빌딩 지하1층 (청담동),06072,리발란스케이,20201104144328,I,2019 11 01 00:06:00.0,-,204834.23057006,446553.337036328,-,-,-,-,-,-,-,-,-
3180000,CDFH3301061993000001,19931028,-,1,영업/정상,13,영업중,-,-,-,-,849 2831,-,150840,서울특별시 영등포구 신길동 162 14번지 ,서울특별시 영등포구 도신로 227 (신길동),07316,건강더하기헬스,20111103173457,I,2018 08 31 23:59:59.0,-,192526.936332604--,445550.480340273--,체력단련장업,사립,-,-,-,-,-,-,-
3180000,CDFH3301062019000012,20191022,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 영등포구 문래동3가 77 58번지 ,서울특별시 영등포구 선유로 50 (문래동3가),07295,스트롱무브,20191022094018,I,2019 10 24 00:22:57.0,-,190143.292606048--,446232.458856558--,체력단련장업,사립,-,1,-,-,-,-,-
3180000,CDFH3301062019000013,20191106,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 영등포구 여의도동 17 6번지 ,서울특별시 영등포구 국회대로62길 15 (여의도동),07236,뷰에르,20191106081554,I,2019 11 08 00:23:09.0,-,192574.919411037--,447224.785909095--,체력단련장업,사립,-,-,-,-,-,-,-
3210000,CDFH3301062020000021,20201104,-,1,영업/정상,13,영업중,-,-,-,-,02 584 1905,-,-,서울특별시 서초구 서초동 1575 2 서용빌딩,서울특별시 서초구 서초중앙로 115 서용빌딩 지층 (서초동),06644,위크로스핏,20201104190218,I,2019 11 01 00:06:00.0,-,201141.531554914,443312.917226397,-,-,-,-,-,-,-,-,-
3180000,CDFH3301062005000003,20050315,-,1,영업/정상,13,영업중,-,-,-,-,769 1036,-,-,서울특별시 영등포구 여의도동 61번지 여의도금호리첸시아 지하1층 ,서울특별시 영등포구 여의동로 213 (여의도동 여의도금호리첸시아),07345,스포짐(SPOGYM),20151211164534,I,2018 08 31 23:59:59.0,-,194592.276750438--,446268.481210069--,체력단련장업,사립,-,-,-,86880.22,-,-,-
3180000,CDFH3301062005000004,20050317,-,1,영업/정상,13,영업중,-,-,-,-,784 4277,-,-,서울특별시 영등포구 여의도동 44 36번지 센터빌딩(지하2층) ,서울특별시 영등포구 여의대방로65길 6 (여의도동 센터빌딩),07333,에이스스포츠센타,20151211172832,I,2018 08 31 23:59:59.0,-,193785.813402517--,446328.36052151-- ,체력단련장업,사립,-,-,-,-,-,-,-
3180000,CDFH3301062005000006,20050502,-,1,영업/정상,13,영업중,-,-,-,-,785 7677,-,-,서울특별시 영등포구 여의도동 15번지 한섬빌딩 지1층 ,서울특별시 영등포구 국회대로66길 3 (여의도동 한섬빌딩),07237,현대카드/캐피탈 휘트니스센터,20190417174800,U,2019 04 19 02:40:00.0,-,192743.704150512--,447473.645928848--,체력단련장업,사립,-,-,-,29894.68,-,-,-
3180000,CDFH3301061989000002,19891219,-,1,영업/정상,13,영업중,-,-,-,-,2635 1494,-,-,서울특별시 영등포구 당산동6가 227번지 ,서울특별시 영등포구 양평로 36 (당산동6가 삼원빌딩),07223,강남헬스,20151211144410,I,2018 08 31 23:59:59.0,-,191326.236959952--,447957.777253013--,체력단련장업,사립,-,-,0,0,-,-,-
3200000,CDFH3301062021000010,20210528,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 관악구 신림동 517 3,서울특별시 관악구 신사로 104 7층 (신림동),08702,이너핏,20210528091854,I,2020 12 04 21:00:00.0,-,192317.743639315,442775.501498729,-,-,-,-,-,-,-,-,-
3180000,CDFH3301061989000007,19891220,-,1,영업/정상,13,영업중,-,-,-,-,677 7289,-,-,서울특별시 영등포구 영등포동5가 6번지 ,서울특별시 영등포구 영등포로43길 3 2 (영등포동5가),07250,프로헬스,20151211144552,I,2018 08 31 23:59:59.0,-,191747.252214472--,446393.375935392--,체력단련장업,사립,-,-,0,0,-,-,-
3180000,CDFH3301061989000008,19891215,-,1,영업/정상,13,영업중,-,-,-,-,784 2710,-,-,서울특별시 영등포구 여의도동 44 27번지 ,서울특별시 영등포구 의사당대로1길 25 (여의도동 하남빌딩),07333,파워체육관,20151211144623,I,2018 08 31 23:59:59.0,-,193737.480223837--,446434.303266393--,체력단련장업,사립,-,-,0,0,-,-,-
3150000,CDFH3301062021000001,20210201,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 강서구 염창동 282 11 양화빌딩,서울특별시 강서구 공항대로 643 양화빌딩 3층 (염창동),07558,ACTIVE 8,20210203175549,U,2020 12 02 00:05:00.0,-,189007.651555034,449457.291170885,-,-,-,-,-,-,-,-,-
3180000,CDFH3301062016000008,20161221,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 영등포구 영등포동5가 49 1번지 영등포현대프라자 ,서울특별시 영등포구 양산로 214 205~211호 (영등포동5가 영등포현대프라자),07250,클라우드짐2,20181022143603,U,2018 10 24 02:37:18.0,-,191518.75555489-- ,446809.632652641--,체력단련장업,사립,-,-,-,-,-,-,-
3180000,CDFH3301062017000001,20170410,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 영등포구 당산동4가 80번지 ,서울특별시 영등포구 당산로41길 11 (당산동4가 당산SKV1center),07217,큐어짐＆큐어필라테스,20200113142923,U,2020 01 15 02:40:00.0,-,190941.054351896--,447628.862085473--,체력단련장업,사립,-,1,-,-,-,-,-
3180000,CDFH3301062017000002,20170421,-,1,영업/정상,13,영업중,-,-,-,-,2672 9696,-,-,서울특별시 영등포구 양평동4가 81번지 ,서울특별시 영등포구 선유로47길 16 6층 (양평동4가 오오1004빌딩),07208,더 킹 피트니스,20170421110117,I,2018 08 31 23:59:59.0,-,190682.708085846--,448182.014130496--,체력단련장업,사립,-,-,-,-,-,-,-
3180000,CDFH3301062017000003,20170426,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 영등포구 여의도동 53번지 ,서울특별시 영등포구 여의대방로 394 (여의도동 우정빌딩),07343,파워존,20170426104623,I,2018 08 31 23:59:59.0,-,193989.272586157--,446346.562230998--,체력단련장업,사립,-,1,-,-,-,-,-
3180000,CDFH3301062017000004,20170526,-,1,영업/정상,13,영업중,-,-,-,-,02 2633 1704,-,-,서울특별시 영등포구 양평동4가 73 2번지 ,서울특별시 영등포구 양평로 107 2층 (양평동4가 유창빌딩),07208,몸애 끌림,20170526103331,I,2018 08 31 23:59:59.0,-,190686.327235295--,448303.307042194--,체력단련장업,사립,-,-,-,-,-,-,-
3180000,CDFH3301062017000005,20170630,-,1,영업/정상,13,영업중,-,-,-,-,070 4141 2020,-,-,-,서울특별시 영등포구 영등포로 363 3층 (신길동 HY빌딩),07318,팀닥터,20180711165547,I,2018 08 31 23:59:59.0,-,192750.403282043--,445817.780017421--,체력단련장업,사립,-,-,-,-,-,-,-
3180000,CDFH3301062017000006,20170710,-,1,영업/정상,13,영업중,-,-,-,-,0226311330,-,-,서울특별시 영등포구 문래동6가 5번지 EEU동신타워 ,서울특별시 영등포구 선유로 63 EEU동신타워 208호 (문래동6가),07281,커브스 문래클럽,20180903160143,U,2018 09 03 23:59:59.0,-,190121.308341551--,446385.28413493-- ,체력단련장업,사립,-,1,-,-,-,-,-
3180000,CDFH3301062017000007,20170913,-,1,영업/정상,13,영업중,-,-,-,-,-,-,-,서울특별시 영등포구 여의도동 44 35번지 ,서울특별시 영등포구 여의대방로 379 302305호 (여의도동 제일빌딩),07333,바디신화,20170913161352,I,2018 08 31 23:59:59.0,-,193818.18014----,446332.089777304--,체력단련장업,사립,-,1,-,-,-,-,-
3180000,CDFH3301061989000011,19891222,-,1,영업/정상,13,영업중,-,-,-,-,2633 1753,-,-,서울특별시 영등포구 양평동4가 64 3번지 ,서울특별시 영등포구 양평로 89 1 (양평동4가),07208,백영웅육체미,20151211144658,I,2018 08 31 23:59:59.0,-,190825.265468147--,448209.83608779-- ,체력단련장업,사립,-,-,0,0,-,-,-
3180000,CDFH3301061990000001,19900105,-,1,영업/정상,13,영업중,-,-,-,-,678 2650,-,150034,서울특별시 영등포구 영등포동4가 8 3번지 ,-,-,영헬스,20030418152804,I,2018 08 31 23:59:59.0,-,-,-,체력단련장업,사립,-,0,0,0,-,-,-
3180000,CDFH3301061993000002,19931117,-,1,영업/정상,13,영업중,-,-,-,-,841 5916,-,150841,서울특별시 영등포구 신길동 289 6번지 ,서울특별시 영등포구 도신로 120-(신길동),-,덕유헬스크럽,20030418152804,I,2018 08 31 23:59:59.0,-,191570.82772481-- ,445114.348934823--,체력단련장업,사립,-,0,0,0,-,-,-
